"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
asq_1_f,asq_parent_f_f16b,,radio,"<div class=""rich-text-field-label""><p>האם בנך/ בתך ביטאו רצון למות או ללכת לישון מבלי להתעורר</p></div>","0, לא | 1, כן",,,,,,,y,,,,,
asq_2_f,asq_parent_f_f16b,,radio,"<div class=""rich-text-field-label""><p>אמר/ה שהוא/היא רוצה להרוג את עצמו/ה?</p></div>","0, לא | 1, כן",,,,,,,,,,,,
asq_3_f,asq_parent_f_f16b,,radio,"<div class=""rich-text-field-label""><p>איים/ה להתאבד?</p></div>","1, כן | 0, לא",,,,,,,,,,,,
asq_4_f,asq_parent_f_f16b,,radio,"<div class=""rich-text-field-label""><p>האם ילדך אי פעם ניסה לפגוע או להרוג את עצמו?</p></div>","1, כן | 0, לא",,,,,,,y,,,,,
asq_5_nssi_f,asq_parent_f_f16b,,radio,"-האם אי פעם  הוא פגע בעצמך בכוונה לא כדי למות אלא מסיבות אחרות?
למשל לגרום לעצמך להרגיש טוב יותר, או לגרום למשהו אחר לקרות)","1, כן | 0, לא",,,,,,,,,,,,
sci_p_1_f,scip_f,"לכל פריט בבקשה סמן את המספר המתאים ביותר לאופן המתאר את ילדך ביומיים האחרונים,
כשהיה נראה במצב הכי גרוע.
בבקשה עקוב אחר הסקאלה הבאה:
0- כלל לא
1- לעיתים רחוקות
2- לעיתים
3- לעיתים קרובות
4- כל הזמן",radio,"ילדך מציג בעיה שהוא תופס כבלתי נסבלת ובלתי פתירה (מצב שמתואר כחסר מפלט או את עצמם כ""לא יכולים להמשיך ככה יותר"")","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_2_f,scip_f,,radio,"חווה כאבים רגשיים","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_3_f,scip_f,,radio,"חווה שינויים קיצוניים במצב רוח או עליה חדה ברגשות שליליים","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_4_f,scip_f,,radio,"חווה חרדה משמעותית (כמו התקף חרדה) שמלווה באי-נוחות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_5_f,scip_f,,radio,"עליה או חידוש באי-יכולות לחוות ענין או הנאה או לדמיין שיהיה ענין או הנאה מחוויה עתידית שבעבר נהג להנות ממנה","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_6_f,scip_f,,radio,"עיסוק תמידי או אינטנסיבי במצוקה שחווה ובאירועי החיים שהובילו למצוקה","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_7_f,scip_f,,radio,"חוסר יכולת להסיח את הדעת מדפוסי חשיבה שליליים וחזרתיים","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_8_f,scip_f,,radio,"ליקוי יכולת לעבד מידע או לקבל החלטות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_9_f,scip_f,,radio,"נסיונות לא מוצלחים להסיח את הדעת ממחשבות שליליות וטורדניות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_10_f,scip_f,,radio,"נע בחוסר שקט","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_11_f,scip_f,,radio,"חווה דריכות יתר","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_12_f,scip_f,,radio,"חווה עצבנות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_13_f,scip_f,,radio,"חווה קשיי שינה","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_14_f,scip_f,,radio,"לאחרונה מבטא נסיגה או צמצום בפעילויות חברתיות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_15_f,scip_f,,radio,"מתחמק מתקשורת עם אחרים הקרובים אליו","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
srs_id,srs_s_parent_f,,dropdown,"מי ההורה הממלא את השאלון","1, אמא | 2, אבא",,,,,y,,y,RH,,,,
srs_1_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>במצבי לחץ ומתח, הוא/היא מציג/ה דפוסי-התנהגות נוקשים ובלתי גמישים, הנראים חריגים ומוזרים</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_2_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>מודע/ת למה אנשים אחרים חושבים או מרגישים</p></div>","3, לא נכון | 2, נכון לפעמים | 1, נכון לעיתים קרובות | 0, כמעט תמיד נכון",,,,,,,y,,,,,
srs_3_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>מתנהג/ת בדרכים שנראות משונות או חריגות (ביזאריות)</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_4_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>מגושמ/ת במגע עם בני-גילו/ה, הדורשים המתנה לתורו/ה (כלומר נדמה שאינו/ה מבינ/ה את היבטי ׳קח-ותן׳ של שיחה)</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_5_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>נמנע/ת מקשר עין או מקיימ/ת קשר עין חריג</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_6_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>מתקשה ליצור קשרים חברתיים, גם כאשר משתדל/ת ככל יכולתו/ה להצליח בכך</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_7_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>משחק/ת באופן הולם עם ילדים בני גילו/ה</p></div>","3, לא נכון | 2, נכון לפעמים | 1, נכון לעיתים קרובות | 0, כמעט תמיד נכון",,,,,,,y,,,,,
srs_8_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>אינו/ה מצטרפ/ת לפעילות קבוצתית, אלא אם נאמר לו/ה לעשות זאת</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_9_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>נתפס/ת על ידי ילדים אחרים כמוזר/ה או כשונה</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_10_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>נעשה/ת מודאג/ת או מבולבל/ת במצבים שבהם מתרחשים הרבה דברים במקביל</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_11_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>מגושמ/ת מבחינה חברתית, גם כאשר הוא/היא מנסה לנהוג בנימוס</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_12_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>מתקשה להיות בקשר ולהתייחס אל בני גילו/ה</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_13_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>מגיב/ה באופן מותאם למצבי הרוח של אחרים (למשל, כאשר מצב הרוח של חבר או ידיד למשחק משתנה משמחה לעצב)</p></div>","3, לא נכון | 2, נכון לפעמים | 1, נכון לעיתים קרובות | 0, כמעט תמיד נכון",,,,,,,y,,,,,
srs_14_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>בעל/ת טווח מצומצם באופן בלתי רגיל של תחומי עניין</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_15_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>נראה שהוא/היא רגיש/ה במיוחד לצלילים, למרקמים, או לריחות</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_16_f,srs_s_parent_f,,radio,"<div class=""rich-text-field-label""><p>נראה שהוא/היא מגיב/ה לאנשים כאילו הם היו חפצים (אובייקטים)</p></div>","0, לא נכון | 1, לפעמים נכון | 2, נכון לעיתים קרובות | 3, כמעט תמיד נכון",,,,,,,y,,,,,
srs_sum_f,srs_s_parent_f,,calc,Sum,"sum([srs_1_f], [srs_2_f], [srs_3_f], [srs_4_f], [srs_5_f], [srs_6_f], [srs_7_f], [srs_8_f], [srs_9_f], [srs_10_f], [srs_11_f], [srs_12_f], [srs_13_f], [srs_14_f], [srs_15_f], [srs_16_f])",,,,,,,y,,,,,
cts_1_f,cts_f,,radio,"<div class=""rich-text-field-label""><p>האם בנך/בתך אי פעם ראה/ראתה אנשים דוחפים, מכים, זורקים דברים אחד על השני, פוצעים או מנסים לפצוע אחד את השני? </p></div>","1, כן | 0, לא",,,,,,,y,,,,,
cts_2_f,cts_f,,radio,"האם מישהו/י אי פעם פגע בו/ה? הכה/הכתה או בעט/ה בו/ה חזק עם הידיים, חגורה או חפצים אחרים?","1, כן | 0, לא",,,,,,,y,,,,,
cts_3_f,cts_f,,radio,"<div class=""rich-text-field-label""><p>האם מישהו/י אי פעם נגע באיברים פרטיים בגופם? או גרם להם לגעת בהם באיברים פרטיים?</p></div>","1, כן | 0, לא",,,,,,,y,,,,,
cts_4_f,cts_f,,radio,"<div class=""rich-text-field-label""><p>האם משהו אחר מפחיד או מטריד קרה להם? (למשל מוות או פרידה ממישהו אהוב, להישאר לבד הרבה זמן בלי השגחה, לא היה מספיק אוכל, תאונה או מחלה קשה, שריפה, נשיכת בעל חיים או בריונות?)</p></div>","1, כן | 0, לא",,,,,,,y,,,,,
cts_c_4_1_f,cts_f,,notes,"נא פרט/י מה זה היה",,,,,,,[cts_4_f]='1',,,5,,,
cts_5_f,cts_f,"כמה פעמים קרה כל אחד מהדברים הבאים ב30 הימים האחרונים לבנך/בתך?",radio,"<div class=""rich-text-field-label""><p style=""text-align: right;"">לילדך/תך יש רגשות חזקים בגוף ברגע שהוא/היא נזכר/ת במה שקרה (דפיקות לב מואצות, הזעה, תלונה על חולי)</p></div>","1, אף פעם/ בקושי | 2, 1-2 פעמים בחודש | 3, 1-2 פעמים בשבוע | 4, יותר מ3 פעמים בשבוע",,,,,,"[cts_1_f]= '1' or [cts_2_f]= '1' or [cts_3_f]='1' or [cts_4_f]='1'",y,,,,,
cts_7_f,cts_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: right;"">ילדך/תך  מתקשה להיות שמח/ה</p></div>","1, אף פעם/ בקושי | 2, 1-2 פעמים בחודש | 3, 1-2 פעמים בשבוע | 4, יותר מ3 פעמים בשבוע",,,,,,"[cts_1_f]= '1' or [cts_2_f]= '1' or [cts_3_f]='1' or [cts_4_f]='1'",y,,,,,
cts_8_f,cts_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: right;"">ילדך/תך חווה קושי להירדם/ קושי לישון</p></div>","1, אף פעם/ בקושי | 2, 1-2 פעמים בחודש | 3, 1-2 פעמים בשבוע | 4, יותר מ3 פעמים בשבוע",,,,,,"[cts_1_f]= '1' or [cts_2_f]= '1' or [cts_3_f]='1' or [cts_4_f]='1'",,,,,,
cts_9_f,cts_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: right;"">ילדך/תך חווה קושי להתרכז או לשים לב לדברים</p></div>","1, אף פעם/ בקושי | 2, 1-2 פעמים בחודש | 3, 1-2 פעמים בשבוע | 4, יותר מ3 פעמים בשבוע",,,,,,"[cts_1_f]= '1' or [cts_2_f]= '1' or [cts_3_f]='1' or [cts_4_f]='1'",y,,,,,
cts_10_f,cts_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: right;"">  ילדך/תך מרגיש/ה בודד/ה ולא קרוב/ה לאנשים סביבו/ה</p></div>","1, אף פעם/ בקושי | 2, 1-2 פעמים בחודש | 3, 1-2 פעמים בשבוע | 4, יותר מ3 פעמים בשבוע",,,,,,"[cts_1_f]= '1' or [cts_2_f]= '1' or [cts_3_f]='1' or [cts_4_f]='1'",y,,,,,
ors_personal_f,orscors_child_f,"<div class=""rich-text-field-label""><p><br />ממבט לאחור על השבוע האחרון, כולל היום, הסבר לנו איך להערכתך הילד.ה מרגיש.ה על ידי דירוג הרגשתו.ה בתחומים הבאים של חייו.ה, <br /> (הכי גבוה 10) הזז את הריבוע בהתאם להערכה שלך. צד שמאל מיצג רמות נמוכות ( הכי נמוך 0) ובכיוון ימין רמות גבוהות.<br /><br /></p></div>",slider,"באופן אישי
(שביעות רצון אישית)","נמוך מאוד |  | גבוה מאוד",,number,,10,,,y,RH,,,,
ors_interpersonal_f,orscors_child_f,,slider,"ביחסים הבין-אישיים
(משפחה, אנשים קרובים)","נמוך מאוד |  | גבוה מאוד",,number,,,,,y,RH,,,,
ors_socially_f,orscors_child_f,,slider,"<div class=""rich-text-field-label""><p>במעגל החברתי (, עבודה, בי""ס, חברויות)</p></div>","נמוך מאוד |  | גבוה מאוד",,number,,10,,,y,RH,,,,
ors_general_f,orscors_child_f,,slider,"<div class=""rich-text-field-label""><p>סך הכל (תחושה כללית של שביעות רצון)</p></div>","נמוך מאוד |  | גבוה מאוד",,number,,10,,,y,RH,,,,
dass_1_f,dass21_f_585e," אנא קרא/י כל אמירה וסמן את התיבה שמתאימה לך ביותר, תוך התייחסות
לתחושות שלך בשבוע האחרון. 
שים/י לב : השאלות הבאות מתייחסות לתחושות שלך (ולא של לילדך)",radio,"דברים פשוטים הרסו לי את מצב הרוח","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_f,,
dass_2_f,dass21_f_585e,,radio,"הרגשתי יובש בפה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_f,,
dass_3_f,dass21_f_585e,,radio,"לא הצלחתי לחוש שום דבר חיובי לגבי שום דבר","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_f,,
dass_4_f,dass21_f_585e,,radio,"חוויתי קשיי נשימה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_f,,
dass_5_f,dass21_f_585e,,radio,"לא הצלחתי לדרבן את עצמי לעשות דברים","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_f,,
