"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sdq_28_parents_f,sdq_parents_f,,radio,"האם קשיים אלה מציקים או מלחיצים את הילד/ה?","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_parents_f] = '2' or [sdq_26_parents_f] = '3' or [sdq_26_parents_f] = '4'",y,,28,,,
sdq_29_parents_1_f,sdq_parents_f,"האם קשיים אלו מפריעים לילד/ה בחיי היום יום בתחומים הבאים?",radio,המשפחה,"1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_parents_f] = '2' or [sdq_26_parents_f] = '3' or [sdq_26_parents_f] = '4'",y,,29,sdq_29_parents_f,,
sdq_29_parents_2_f,sdq_parents_f,,radio,חברים,"1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_parents_f] = '2' or [sdq_26_parents_f] = '3' or [sdq_26_parents_f] = '4'",y,,30,sdq_29_parents_f,,
sdq_29_parents_3_f,sdq_parents_f,,radio,"לימודים בבית הספר","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_parents_f] = '2' or [sdq_26_parents_f] = '3' or [sdq_26_parents_f] = '4'",y,,31,sdq_29_parents_f,,
sdq_29_parents_4_f,sdq_parents_f,,radio,"פעילויות פנאי","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_parents_f] = '2' or [sdq_26_parents_f] = '3' or [sdq_26_parents_f] = '4'",y,,32,sdq_29_parents_f,,
sdq_30_parents_f,sdq_parents_f,,radio,"האם הקשיים מכבידים עליך או על המשפחה כולה?","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_parents_f] = '2' or [sdq_26_parents_f] = '3' or [sdq_26_parents_f] = '4'",y,,33,,,
ders_1_p_f,ders_p_f,"אנו מעוניינים לשאול אותך שאלות הנוגעות לעולמך הרגשי, בפרט כיצד את/ה שולט/ת ברגשותיך. אנא התייחס/י לכל אחד מהמשפטים הבאים וציין/י באיזה מידה הוא נכון לגביך.

סולם התשובות נע בין 1- חוסר הסכמה מוחלט להיגד - ""כמעט אף פעם לא נכון לגבי""

                             ועד 5 - הסכמה מרבית עם ההיגד - ""כמעט תמיד נכון לגבי""

נס/י למלא את כל השאלות וזכור/זכרי כי אין תשובות נכונות או לא נכונות. אם ישנה שאלה לא ברורה אנא בקש/י הבהרה לגביה.  ",radio,"רגשותיי ברורים לי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_1_p_f,,
ders_2_p_f,ders_p_f,,radio,"אני שם/ה לב איך אני מרגיש/ה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_1_p_f,,
ders_3_p_f,ders_p_f,,radio,"אני חווה את הרגשות שלי כמציפים ולא נשלטים","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_1_p_f,,
ders_4_p_f,ders_p_f,,radio,"אין לי מושג איך אני מרגיש/ה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_1_p_f,,
ders_5_p_f,ders_p_f,,radio,"אני מתקשה להבין את הרגשות שלי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_1_p_f,,
ders_6_p_f,ders_p_f,,radio,"אני קשוב/ה לרגשות שלי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_1_p_f,,
ders_7_p_f,ders_p_f,,radio,"אני יודע/ת בדיוק איך אני מרגיש/ה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_1_p_f,,
ders_8_p_f,ders_p_f,,radio,"אכפת לי ממה שאני מרגיש/ה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_1_p_f,,
ders_9_p_f,ders_p_f,,radio,"אני מבולבל/ת לגבי איך שאני מרגיש/ה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_2_p_f,,
ders_10_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מכיר/ה ברגשות שלי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_2_p_f,,
ders_11_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני כועס/ת על עצמי על זה שאני מרגיש/ה כך","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_2_p_f,,
ders_12_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני נבוך/ה מזה שאני מרגיש/ה כך","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_2_p_f,,
ders_13_p_f,ders_p_f,,radio,"כשאני נסער/ת, קשה לי לסיים עבודה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_2_p_f,,
ders_14_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מאבד/ת שליטה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_2_p_f,,
ders_15_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מאמין/ה שאמשיך להרגיש כך עוד הרבה זמן","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_2_p_f,,
ders_16_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מאמין/ה שבסוף אני אהיה ממש מדוכא/ת","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_2_p_f,,
ders_17_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מאמין/ה שרגשותיי תקפים וחשובים","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_3_p_f,,
ders_18_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מתקשה להתרכז בדברים אחרים","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_3_p_f,,
ders_19_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מרגיש/ה חסר/ת שליטה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_3_p_f,,
ders_20_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני עדיין יכול/ה לסיים דברים","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_3_p_f,,
ders_21_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מתבייש/ת בעצמי על זה שאני מרגיש/ה כך","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_3_p_f,,
ders_22_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני יודע/ת שאוכל למצוא דרך כדי להרגיש טוב יותר בסופו של דבר","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_3_p_f,,
ders_23_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מרגיש/ה שאני חלש/ה","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_3_p_f,,
ders_24_p_f,ders_p_f,,radio,"כשאני נסער/ת, אני מרגיש/ה שאני יכול/ה להישאר בשליטה על ההתנהגויות שלי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_3_p_f,,
ders_25_p_f,ders_p_f,,radio,"כשאני נסער/ת אני מרגיש/ה אשם/ה על זה שאני מרגיש/ה כך","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_4_p_f,,
ders_26_p_f,ders_p_f,,radio,"כשאני נסער, קשה לי להתרכז","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_4_p_f,,
ders_27_p_f,ders_p_f,,radio,"כשאני נסער, יש לי קושי לשלוט על ההתנהגויות שלי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_4_p_f,,
ders_28_p_f,ders_p_f,,radio,"כשאני נסער, אני מאמין שאין בידי לעשות דבר כדי להרגיש טוב יותר","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_4_p_f,,
ders_29_p_f,ders_p_f,,radio,"כשאני נסער, אני מתרגז על עצמי על זה שמרגיש כך","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_4_p_f,,
ders_30_p_f,ders_p_f,,radio,"כשאני נסער, אני מתחיל להרגיש רע מאוד לגבי עצמי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_4_p_f,,
ders_31_p_f,ders_p_f,,radio,"כשאני נסער, אני מאמין שאין לי מה לעשות חוץ מלהמשיך להתבוסס ברגשותי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_4_p_f,,
ders_32_p_f,ders_p_f,,radio,"כשאני נסער, אני מאבד שליטה על ההתנהגויות שלי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_4_p_f,,
ders_33_p_f,ders_p_f,,radio,"כשאני נסער, קשה לי לחשוב על כל דבר אחר","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_5_p_f,,
ders_34_p_f,ders_p_f,,radio,"כשאני נסער, אני לוקח זמן כדי להבין מה אני באמת מרגיש","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_5_p_f,,
ders_35_p_f,ders_p_f,,radio,"כשאני נסער, לוקח לי הרבה זמן להרגיש יותר טוב","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_5_p_f,,
ders_36_p_f,ders_p_f,,radio,"שאני נסער, הרגשות שלי מציפים אותי","1, 1-כמעט אף פעם לא | 2, 2-לפעמים | 3, 3-בערך חצי מהזמן | 4, 4-רוב הזמן | 5, 5-כמעט תמיד",,,,,,,y,,,ders_5_p_f,,
erq_1_f,erq_f,"אנחנו מעוניינים לשאול אותך מספר שאלות הנוגעות לחייך הרגשיים.
נשאל אותך שאלות הנוגעות לדרך בה אתה שולט ברגשותיך (כלומר, כיצד את/ה מווסת/ת ומתמודד/ת איתן).
השאלות שלפניך מתייחסות לשני היבטים של חייך הרגשיים:
האחד הוא החוויה הרגשית שלך, או כיצד את/ה מרגיש בפנים. 
האחר, הוא הביטוי הרגשי  שלך, או כיצד את/ה מראה את הרגשות שלך בדיבור, בשפת הגוף שלך או דרך ההתנהגות.
למרות שחלק מן השאלות הבאות עשויות להיראות דומות זו לזו, הן שונות האחת מן השנייה בהיבטים חשובים.",radio,"כאשר אני רוצה שתהיה לי הרגשה יותר חיובית (כמו שמחה או שעשוע), אני חושב/ת על משהו אחר","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_2_f,erq_f,,radio,"אני שומר/ת את הרגשות שלי לעצמי","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_3_f,erq_f,,radio,"כאשר אני רוצה להרגיש פחות רגש שלילי (כמו עצבות או כעס), אני חושב/ת על משהו אחר","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_4_f,erq_f,,radio,"כאשר אני חש/ה רגשות חיוביים, אני נזהר/ת שלא לבטא אותם","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_5_f,erq_f,,radio,"כאשר אני עומד/ת בפני עצב מלחיץ, אני גורם/ת לעצמי לחשוב עליו בדרך שתעזור לי להישאר רגוע","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_6_f,erq_f,,radio,"אני שולט/ת ברגשות שלי על ידי כך שאני לא מבטא/ת אותם","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_7_f,erq_f,,radio,"כאשר אני מעוניין/ת להרגיש יותר רגשות חיוביים, אני משנה את הדרך שבה אני חושב/ת על הסיטואציה","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_8_f,erq_f,,radio,"אני שולט/ת ברגשות שלי על ידי כך שאני משנה את הדרך שבה אני חושב/ת על הסיטואציה בה אני נמצא/ת","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_9_f,erq_f,,radio,"כאשר אני חש/ה רגשות שליליים, אני מקפיד/ה שלא לבטא אותם","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
erq_10_f,erq_f,,radio,"כאשר אני מעוניין/ת להרגיש פחות רגשות שליליים, אני משנה את הדרך שבה אני חושב/ת על הסיטואציה","1, 1-לא מסכים/ה בכלל | 2, 2 | 3, 3 | 4, 4-נייטרלי/ת | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,,,,erq_f,,
ari_p_1_f,arippps_f,"עבור כל פריט, אנא סמן ""לא נכון"", ""נכון במקצת"" או ""בהחלט נכון"". 
בהשוואה לאחרים באותו הגיל, עד כמה כל אחד מהמשפטים הבאים מתאר את ההתנהגות/הרגשה של ילדך/ילדתך במהלך ששת החודשים האחרונים? 
אנא השתדל/י לענות על כל הפריטים.",radio,"מתעצבן/ת בקלות בגלל אחרים","0, 0-לא נכון | 1, 1-נכון במקצת | 2, 2-בהחלט נכון",,,,,,,y,,,ari_p_f,,
ari_p_2_f,arippps_f,,radio,"לעיתים קרובות מאבד/ת שליטה על המזג שלו/ה","0, 0-לא נכון | 1, 1-נכון במקצת | 2, 2-בהחלט נכון",,,,,,,y,,,ari_p_f,,
ari_p_3_f,arippps_f,,radio,"נשאר/ת כועס/ת למשך הרבה זמן","0, 0-לא נכון | 1, 1-נכון במקצת | 2, 2-בהחלט נכון",,,,,,,y,,,ari_p_f,,
ari_p_4_f,arippps_f,,radio,"כועס/ת רוב הזמן","0, 0-לא נכון | 1, 1-נכון במקצת | 2, 2-בהחלט נכון",,,,,,,y,,,ari_p_f,,
ari_p_5_f,arippps_f,,radio,"כועס/ת לעיתים קרובות","0, 0-לא נכון | 1, 1-נכון במקצת | 2, 2-בהחלט נכון",,,,,,,y,,,ari_p_f,,
ari_p_6_f,arippps_f,,radio,"מאבד/ת שליטה על המזג שלו/ה בקלות","0, 0-לא נכון | 1, 1-נכון במקצת | 2, 2-בהחלט נכון",,,,,,,y,,,ari_p_f,,
ari_p_7_f,arippps_f,,radio,"בגדול, העצבנות שלו/ה גורמת לו/ה לבעיות","0, 0-לא נכון | 1, 1-נכון במקצת | 2, 2-בהחלט נכון",,,,,,,y,,,ari_p_f,,
pps_1_f,arippps_f,"אנא ענה/י על השאלות הבאות בהתבסס על היכרותך עם ילדך",radio,"בהתבסס על היכרותך עם ילדך, אם לא יטופל, מה הסיכוי שיבצע ניסיון אובדני בחודש הקרוב?","0, 0-לא סביר כלל | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10- בסבירות גבוהה מאוד",,,,,,,,,,pps_1_f,,
pps_2_f,arippps_f,,radio,"בהתבסס על היכרותך עם ילדך, אם לא יטופל, מה הסיכוי שיבצע ניסיון אובדני בששת החודשים הקרובים?","0, 0-לא סביר כלל | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10- בסבירות גבוהה מאוד",,,,,,,,,,pps_2_f,,
ecr_1_f,ecr_f,"המשפטים שלפניך מתייחסים לאיך את מרגיש/ה במערכות יחסים קרובות עם אנשים אחרים. במשפטים אלה המונח ""אנשים אחרים"" מתייחס לאנשים הנמצאים ביחסים קרובים איתך. אנו מתעניינים בדרך שבה את/ה חווה בדרך כלל מערכות יחסים. התייחס/י לכל משפט על ידי דירוג עד כמה את מסכים/ה או אינך מסכים/ה אתו:",radio,"אני מעדיף/ה לא להראות לאנשים אחרים כיצד אני מרגיש/ה בפנים","1, 1-מאוד לא מסכים/ה | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,y,,,ecr_f,,
ecr_2_f,ecr_f,,radio,"אני מודאג/ת מכך שאנטש","1, 1-מאוד לא מסכים/ה | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,y,,,ecr_f,,
ecr_3_f,ecr_f,,radio,"אני מרגיש/ה בנוח להיות קרוב/ה לאנשים אחרים","1, 1-מאוד לא מסכים/ה | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7-מאוד מסכים/ה",,,,,,,y,,,ecr_f,,
